"DCF_Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Solnit Center",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Special Study",8,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Therapeutic Foster Care",14,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Total",98,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Relative Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Residential Treatment Center",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","Out of State","Total",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Connecticut Juvenile Training School",8,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Foster Care",321,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Group Home",60,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Independent Living",19,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Medical or Psychiatric Hospital Placement",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","PDC or Safe Home",29,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Relative Foster Care",93,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Residential Treatment Center",46,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Shelter",13,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Solnit Center",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Special Study",57,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Therapeutic Foster Care",120,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","In State","Total",777,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Foster Care",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Group Home",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Relative Foster Care",14,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Residential Treatment Center",59,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Special Study",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Therapeutic Foster Care",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Total",84,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Connecticut Juvenile Training School",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Foster Care",172,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Group Home",39,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Independent Living",12,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","PDC or Safe Home",19,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Relative Foster Care",57,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Residential Treatment Center",27,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Shelter",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Solnit Center",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Special Study",30,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Therapeutic Foster Care",66,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","In State","Total",435,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Foster Care",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Group Home",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Relative Foster Care",8,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Residential Treatment Center",39,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Special Study",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","White","Out of State","Total",55,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Connecticut Juvenile Training School",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Foster Care",43,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Group Home",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Independent Living",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Medical or Psychiatric Hospital Placement",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","PDC or Safe Home",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Relative Foster Care",17,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Residential Treatment Center",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Shelter",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Solnit Center",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Special Study",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Therapeutic Foster Care",26,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","In State","Total",116,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Foster Care",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Relative Foster Care",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Residential Treatment Center",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Therapeutic Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Black","Out of State","Total",12,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Connecticut Juvenile Training School",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Foster Care",48,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Group Home",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Independent Living",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","PDC or Safe Home",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Relative Foster Care",25,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Residential Treatment Center",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Shelter",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Solnit Center",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Special Study",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Therapeutic Foster Care",25,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","In State","Total",129,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","Out of State","Foster Care",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2011-2012","Hispanic","Out of State","High Meadows",0,"Number","Children in Placement"
