"Region","Year","Race/Ethnicity","Location of Placement","Type of Placement","Measure Type","Variable","Value"
"Region 3: Eastern","SFY 2012-2013","Other","In State","Residential Treatment Center","Number","Children in Placement",3
"Region 3: Eastern","SFY 2012-2013","Other","In State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Other","In State","Solnit Center","Number","Children in Placement",1
"Region 3: Eastern","SFY 2012-2013","Other","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Other","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 3: Eastern","SFY 2012-2013","Other","In State","Independent Living","Number","Children in Placement",2
"Region 3: Eastern","SFY 2012-2013","Other","In State","Total","Number","Children in Placement",77
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Foster Care","Number","Children in Placement",1
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Relative Foster Care","Number","Children in Placement",2
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Special Study","Number","Children in Placement",1
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Shelter","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Group Home","Number","Children in Placement",1
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Residential Treatment Center","Number","Children in Placement",2
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Solnit Center","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Independent Living","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Other","Out of State","Total","Number","Children in Placement",7
"Region 3: Eastern","SFY 2012-2013","Total","In State","Foster Care","Number","Children in Placement",258
"Region 3: Eastern","SFY 2012-2013","Total","In State","Relative Foster Care","Number","Children in Placement",157
"Region 3: Eastern","SFY 2012-2013","Total","In State","Special Study","Number","Children in Placement",44
"Region 3: Eastern","SFY 2012-2013","Total","In State","Therapeutic Foster Care","Number","Children in Placement",129
"Region 3: Eastern","SFY 2012-2013","Total","In State","PDC or Safe Home","Number","Children in Placement",11
"Region 3: Eastern","SFY 2012-2013","Total","In State","Shelter","Number","Children in Placement",11
"Region 3: Eastern","SFY 2012-2013","Total","In State","Group Home","Number","Children in Placement",58
"Region 3: Eastern","SFY 2012-2013","Total","In State","Residential Treatment Center","Number","Children in Placement",42
"Region 3: Eastern","SFY 2012-2013","Total","In State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Total","In State","Solnit Center","Number","Children in Placement",11
"Region 3: Eastern","SFY 2012-2013","Total","In State","Connecticut Juvenile Training School","Number","Children in Placement",8
"Region 3: Eastern","SFY 2012-2013","Total","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",3
"Region 3: Eastern","SFY 2012-2013","Total","In State","Independent Living","Number","Children in Placement",15
"Region 3: Eastern","SFY 2012-2013","Total","In State","Total","Number","Children in Placement",747
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Foster Care","Number","Children in Placement",8
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Relative Foster Care","Number","Children in Placement",25
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Special Study","Number","Children in Placement",2
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Therapeutic Foster Care","Number","Children in Placement",1
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Shelter","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Group Home","Number","Children in Placement",1
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Residential Treatment Center","Number","Children in Placement",27
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Solnit Center","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Independent Living","Number","Children in Placement",0
"Region 3: Eastern","SFY 2012-2013","Total","Out of State","Total","Number","Children in Placement",65
"Region 3: Eastern","SFY 2013-2014","White","In State","Foster Care","Number","Children in Placement",131
"Region 3: Eastern","SFY 2013-2014","White","In State","Relative Foster Care","Number","Children in Placement",87
"Region 3: Eastern","SFY 2013-2014","White","In State","Special Study","Number","Children in Placement",28
"Region 3: Eastern","SFY 2013-2014","White","In State","Therapeutic Foster Care","Number","Children in Placement",64
"Region 3: Eastern","SFY 2013-2014","White","In State","PDC or Safe Home","Number","Children in Placement",5
"Region 3: Eastern","SFY 2013-2014","White","In State","Shelter","Number","Children in Placement",7
"Region 3: Eastern","SFY 2013-2014","White","In State","Group Home","Number","Children in Placement",38
"Region 3: Eastern","SFY 2013-2014","White","In State","Residential Treatment Center","Number","Children in Placement",19
"Region 3: Eastern","SFY 2013-2014","White","In State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","White","In State","Solnit Center","Number","Children in Placement",4
"Region 3: Eastern","SFY 2013-2014","White","In State","Connecticut Juvenile Training School","Number","Children in Placement",7
"Region 3: Eastern","SFY 2013-2014","White","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","White","In State","Independent Living","Number","Children in Placement",10
"Region 3: Eastern","SFY 2013-2014","White","In State","Total","Number","Children in Placement",400
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Foster Care","Number","Children in Placement",8
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Relative Foster Care","Number","Children in Placement",12
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Special Study","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Therapeutic Foster Care","Number","Children in Placement",1
"Region 3: Eastern","SFY 2013-2014","White","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Shelter","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Group Home","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Residential Treatment Center","Number","Children in Placement",8
"Region 3: Eastern","SFY 2013-2014","White","Out of State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Solnit Center","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Independent Living","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","White","Out of State","Total","Number","Children in Placement",29
"Region 3: Eastern","SFY 2013-2014","Black","In State","Foster Care","Number","Children in Placement",22
"Region 3: Eastern","SFY 2013-2014","Black","In State","Relative Foster Care","Number","Children in Placement",18
"Region 3: Eastern","SFY 2013-2014","Black","In State","Special Study","Number","Children in Placement",6
"Region 3: Eastern","SFY 2013-2014","Black","In State","Therapeutic Foster Care","Number","Children in Placement",19
"Region 3: Eastern","SFY 2013-2014","Black","In State","PDC or Safe Home","Number","Children in Placement",1
"Region 3: Eastern","SFY 2013-2014","Black","In State","Shelter","Number","Children in Placement",3
"Region 3: Eastern","SFY 2013-2014","Black","In State","Group Home","Number","Children in Placement",4
"Region 3: Eastern","SFY 2013-2014","Black","In State","Residential Treatment Center","Number","Children in Placement",2
"Region 3: Eastern","SFY 2013-2014","Black","In State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","In State","Solnit Center","Number","Children in Placement",1
"Region 3: Eastern","SFY 2013-2014","Black","In State","Connecticut Juvenile Training School","Number","Children in Placement",4
"Region 3: Eastern","SFY 2013-2014","Black","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","In State","Independent Living","Number","Children in Placement",3
"Region 3: Eastern","SFY 2013-2014","Black","In State","Total","Number","Children in Placement",83
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Foster Care","Number","Children in Placement",3
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Relative Foster Care","Number","Children in Placement",1
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Special Study","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Shelter","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Group Home","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Residential Treatment Center","Number","Children in Placement",3
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Solnit Center","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Independent Living","Number","Children in Placement",0
"Region 3: Eastern","SFY 2013-2014","Black","Out of State","Total","Number","Children in Placement",7
"Region 3: Eastern","SFY 2013-2014","Hispanic","In State","Foster Care","Number","Children in Placement",43
"Region 3: Eastern","SFY 2013-2014","Hispanic","In State","Relative Foster Care","Number","Children in Placement",37
"Region 3: Eastern","SFY 2013-2014","Hispanic","In State","Special Study","Number","Children in Placement",5
"Region 3: Eastern","SFY 2013-2014","Hispanic","In State","Therapeutic Foster Care","Number","Children in Placement",27
"Region 3: Eastern","SFY 2013-2014","Hispanic","In State","PDC or Safe Home","Number","Children in Placement",4
